,Unnamed: 0,title,company_name,location,experience,technical_skills,rank,score,country,Company,Glassdoor_rating
510,488,Principal Data Engineer,Outrider,"Dublin, Ireland",Non spécifié,"['Scala', 'Excel', 'Aws', 'Docker', 'Spark', 'R', 'Python', 'Pyspark']",,,Ireland,,
511,489,Hybrid Cloud Data Storage Systems Engineer,HPE1US,"Leixlip, County Kildare, Ireland  (+1 other)",Non spécifié,"['Excel', 'Microservices', 'Aws', 'R', 'Python']",,,Ireland,,
512,490,"Senior Data Analyst, Marketing Analytics",Intercom,"Dublin, Ireland",Non spécifié,"['Tableau', 'Excel', 'Sql', 'Dash', 'R', 'Python']",,,Ireland,,
513,491,Data Analyst,Celtic Careers,"Dublin, Ireland",Non spécifié,"['Excel', 'R', 'Azure']",,,Ireland,,
514,492,Lead Data Scientist,Mastercard,"Dublin, Ireland",Non spécifié,"['Tableau', 'Azure', 'Excel', 'Aws', 'Hadoop', 'Dash', 'R', 'Spark', 'Generative ai', 'Git', 'Python']",51.0,72.9,Ireland,,
515,493,Expert Transparency Manager - Clinical Trial Data,Novartis Ireland Limited,"Dublin, Ireland",Non spécifié,['R'],85.0,71.4,Ireland,,
516,494,Sr. Data Engineer,Snowflake,"Dublin, Ireland  (+1 other)",Non spécifié,"['Snowflake', 'Airflow', 'Sql', 'R', 'Python']",,,Ireland,,
517,495,Staff Software Engineer - Data Application Platform,Fivetran,"Dublin, Ireland",Non spécifié,"['Azure', 'Sql server', 'Sql', 'Aws', 'Docker', 'Oracle', 'R', 'Java', 'Jenkins', 'Git', 'Gcp', 'Kubernetes']",,,Ireland,,
518,496,Sr Associate / Manager - Data Insights,Lilly,"Cork, County Cork, Ireland",Non spécifié,"['Sql', 'Dash', 'R', 'Excel']",,,Ireland,,
519,497,HR Data & Projects Specialist,Hays,Ireland,Non spécifié,"['Excel', 'R']",,,Ireland,,
520,498,Data Loss Prevention Operations Analyst,TikTok,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'Scala', 'Java']",,,Ireland,,
521,499,FS Technology Consulting - Data and Analytics - Senior Manager ...,EY,"Dublin 2, Ireland",Non spécifié,"['Excel', 'R', 'Scala', 'Git']",,,Ireland,,
522,500,Principal Data Engineer,Optum,Anywhere,Non spécifié,"['Snowflake', 'Scala', 'Kafka', 'Azure', 'Sql', 'Aws', 'Nosql', 'Docker', 'R', 'Spark', 'Java', 'Git', 'Kubernetes']",,,Anywhere,,
523,501,Senior Data Scientist / Scientific Data Programmer Analyst,Irish Recruitment Consultants,Anywhere,Non spécifié,"['Sas', 'Sql', 'Hadoop', 'Jira', 'Oracle', 'Dash', 'Plotly', 'R', 'Spark', 'Shiny', 'Python', 'Mysql']",,,Anywhere,,
524,502,Scientific Data Reviewer - Chemistry,Eurofins,"Dungarvan, County Waterford, Ireland",Non spécifié,['R'],,,Ireland,,
525,503,Senior Data Engineer - ETL,2K,"Dublin, Ireland",Non spécifié,"['Snowflake', 'Kafka', 'Azure', 'Airflow', 'Excel', 'Sql', 'Aws', 'Databricks', 'R', 'Spark', 'Gcp', 'Python', 'Flask']",,,Ireland,,
526,504,Carbon and Climate Change Executive - Reporting & Data Analytics,Primark,"Dublin, Ireland",Non spécifié,['R'],,,Ireland,,
527,505,Associate Data Protection Officer - Ireland,Binance,"Dublin, Ireland",Non spécifié,"['Sas', 'Excel', 'Aws', 'Dash', 'R', 'Git']",,,Ireland,,
528,506,Data Governance Senior Analyst,6842 DB Service Centre Limited,Anywhere,Non spécifié,"['Sql', 'R', 'Excel']",,,Anywhere,,
529,507,Master Data Analyst,PepsiCo,"Ballytrasna, Little Island, County Cork, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
530,508,Senior Data Operations Analyst,Dun & Bradstreet,"Dublin, Ireland",Non spécifié,"['Snowflake', 'Sql', 'Dash', 'Databricks', 'R', 'Python']",,,Ireland,,
531,509,Data Scientist - TS/MS,Eli Lilly Kinsale Limited,"Limerick, Ireland",Non spécifié,"['Python', 'R', 'Sas']",,,Ireland,,
532,510,Sr Staff Database Engineer (PostgreSQL),ServiceNow,"Dublin, Ireland",Non spécifié,"['Scala', 'Excel', 'Sql', 'Dash', 'R', 'Mysql']",,,Ireland,,
533,511,Relocate to Malta GCP Data and ML Engineer (Consulting/Big 4),Black Pen Recruitment,"Dublin, Ireland",Non spécifié,"['Airflow', 'Streamlit', 'Hadoop', 'R', 'Generative ai', 'Terraform', 'Git', 'Gcp', 'Python', 'Mlflow']",,,Ireland,,
534,512,"Data Analytics, Principal Consultant (A&M Momentum)",Alvarez & Marsal,"Dublin, Ireland",Non spécifié,"['Azure data factory', 'Azure', 'Excel', 'Powerbi', 'Sql', 'Aws', 'R', 'Spark', 'Generative ai', 'Git', 'Python', 'Pyspark']",,,Ireland,,
535,513,"Director, Product Management - SME Data Domain",Ireland: Mastercard Ireland Limited,Anywhere,Non spécifié,"['Excel', 'Sql', 'Hadoop', 'Dash', 'Spark', 'R', 'Git', 'Python']",51.0,72.9,Anywhere,,
536,514,Senior Data Scientist,Archer Recruitment,Anywhere,Non spécifié,"['Llm', 'Aws', 'Pytorch', 'Nlp', 'R', 'Python']",,,Anywhere,,
537,515,Principal Data Engineer,UnitedHealth Group,"Dublin, Ireland",Non spécifié,"['Snowflake', 'Scala', 'Kafka', 'Azure', 'Sql', 'Aws', 'Nosql', 'Docker', 'R', 'Spark', 'Java', 'Git', 'Kubernetes']",,,Ireland,,
538,516,Data Protection and Sovereignty Senior Analyst,TikTok,"Dublin, Ireland",Non spécifié,"['R', 'Aws']",,,Ireland,,
539,517,Senior Big Data Engineer,Rerperio,Ireland,Non spécifié,"['Azure', 'Hadoop', 'Aws', 'R', 'Gcp']",,,Ireland,,
540,518,FS Technology Consulting - Financial Services - Data & Analytics...,EY,"Dublin 2, Ireland",Non spécifié,"['Excel', 'R', 'Scala', 'Git']",,,Ireland,,
541,519,Manager Data Engineering & AI Remote,Cpl Resources - Limerick,Anywhere,Non spécifié,"['Snowflake', 'Azure', 'Sql server', 'Sql', 'Aws', 'Hadoop', 'Jira', 'R', 'Spark', 'Jenkins', 'Gcp', 'Python']",,,Anywhere,,
542,520,"Data Engineer, Analytics",chainlink labs,Anywhere,Non spécifié,"['Airflow', 'Sql', 'Aws', 'Oracle', 'R', 'Spark', 'Terraform', 'Gcp', 'Python', 'Pyspark']",,,Anywhere,,
543,521,Data Analyst,Rerperio,Ireland,Non spécifié,"['Sql', 'Tableau', 'R']",,,Ireland,,
544,522,Legal Counsel - Data Protection,NetApp,Ireland,Non spécifié,"['Excel', 'R', 'Aws']",,,Ireland,,
545,523,"Data Visualisation Developer / BI Developer (Tableau, Power BI, SQL)",IT Search,"Dublin, Ireland",Non spécifié,"['Tableau', 'Azure', 'Excel', 'Powerbi', 'Sql', 'Nosql', 'Dash', 'Databricks', 'R', 'Git', 'Python']",,,Ireland,,
546,524,Data Insights Analyst,Lex Consultancy,"Swords, County Dublin, Ireland",Non spécifié,"['Tableau', 'Excel', 'Powerbi', 'Dash', 'R', 'Git']",,,Ireland,,
547,525,"Senior Director, Enterprise Data Science",Alkermes,"Dublin, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
548,526,Market Data Manager,Heineken,"Cork, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
549,527,FS Technology Consulting - Data and Analytics - Data Architect ...,EY,"Galway, Ireland",Non spécifié,"['Scala', 'Kafka', 'Azure', 'Excel', 'Aws', 'R', 'Spark', 'Git', 'Gcp']",,,Ireland,,
550,528,"Python Data Engineer - 2/3 Years - €50,000-€55,000",Archer Recruitment,Anywhere,Non spécifié,"['Sql', 'Python', 'R', 'Pandas']",,,Anywhere,,
551,529,Retail Ecommerce & Data Entry Personnel,Tadgh O Flynn Jewellers,"Nenagh, County Tipperary, Ireland",Non spécifié,"['R', 'Git']",,,Ireland,,
552,530,Vendor Master Data Specialist,Gas Networks Ireland,"Cork, Ireland",Non spécifié,"['Oracle', 'Excel', 'R', 'Scala']",,,Ireland,,
553,531,Language Data Analyst -Dutch- Cork,TELUS International,"Mayo, County Mayo, Ireland",Non spécifié,"['Excel', 'R', 'Scala']",,,Ireland,,
554,532,"Sr. Principal Scientist - Value, Evidence and Real World Evidence Data",Lilly,"Cork, County Cork, Ireland",Non spécifié,"['Sql', 'Python', 'R', 'Sas']",,,Ireland,,
555,533,Manager Data Engineering and AI,Carelon Global Solutions Ireland,"Limerick, Ireland",Non spécifié,"['Snowflake', 'Azure', 'Sql server', 'Excel', 'Sql', 'Aws', 'Hadoop', 'Jira', 'R', 'Spark', 'Jenkins', 'Git', 'Gcp', 'Python']",,,Ireland,,
556,534,Lead Data Scientist,Mastercard,"Carrickmines, County Dublin, Ireland",Non spécifié,"['Tableau', 'Azure', 'Excel', 'Aws', 'Hadoop', 'Dash', 'R', 'Spark', 'Generative ai', 'Git', 'Python']",51.0,72.9,Ireland,,
557,535,"Data x AI Engagement Lead, Solution Leadership team",Version1 Software,"Swords, County Dublin, Ireland",Non spécifié,"['Snowflake', 'Azure data factory', 'Kafka', 'Azure', 'Gpt', 'Excel', 'Oracle', 'Aws', 'R', 'Git', 'Databricks']",,,Ireland,,
558,536,Data Protection Analyst,Bord Gais Energy,Anywhere,Non spécifié,"['Excel', 'R', 'Aws']",,,Anywhere,,
559,537,Machine Learning Engineer (Regulatory Data Automation),Compliance & Risks,Anywhere,Non spécifié,"['Llm', 'Excel', 'Transformers', 'Pytorch', 'Nlp', 'R', 'Tensorflow', 'Python']",,,Anywhere,,
560,538,Data Model Governance Lead Analyst - VP (Hybrid),02623 Citibank Europe plc,Anywhere,Non spécifié,"['Excel', 'R']",,,Anywhere,,
561,539,Design Manager | Data Centres,SONAS RECRUITMENT,"Dublin, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
562,540,Clinical Data Analyst- Kilkenny,UPMC Group,"Kilkenny, Ireland",Non spécifié,"['Excel', 'R', 'Llm']",,,Ireland,,
563,541,Supply Chain Master Data Analyst,Viatris,"Dublin, Ireland   (+2 others)",Non spécifié,"['Sql', 'R', 'Scala', 'Excel']",,,Ireland,,
564,542,Legal Counsel,Informatica,"Dublin, Ireland   (+4 others)",Non spécifié,"['Excel', 'R']",,,Ireland,,
565,543,Director Data Science & AI,Novartis,"Dublin, Ireland  (+1 other)",Non spécifié,"['R', 'Git']",85.0,71.4,Ireland,,
566,544,"Manager, Data Engineering",Mastercard,"Dublin, Ireland",Non spécifié,"['Scala', 'Azure', 'Excel', 'Sql', 'Aws', 'Jira', 'Databricks', 'R', 'Spark', 'Git', 'Gcp', 'Python']",51.0,72.9,Ireland,,
567,545,"Data Analyst / Engineer (Dublin, Ireland)",Connelly Partners,"Dublin, Ireland",Non spécifié,"['Tableau', 'Sas', 'Sql', 'Bigquery', 'Dash', 'R', 'Git', 'Python']",,,Ireland,,
568,546,"Sr. Principal Scientist - Value, Evidence and Real World Evidence Data",Lilly,Ireland,Non spécifié,"['Sql', 'Python', 'R', 'Sas']",,,Ireland,,
569,547,Data Governance Manager,ESB,"Swords, County Dublin, Ireland",Non spécifié,"['Excel', 'R', 'Git']",,,Ireland,,
570,548,Group R&D Data Coordinator,C&D Foods (ABP Group),"Edgeworthstown, County Longford, Ireland",Non spécifié,['R'],,,Ireland,,
571,549,Principal Clinical Data Standards Consultant,ICON Clinical Research Ltd,Anywhere,Non spécifié,"['Excel', 'R', 'Sas']",,,Anywhere,,
572,550,Senior Data Engineer,ESW,"Dublin, Ireland",Non spécifié,"['Scala', 'Kafka', 'Azure', 'Airflow', 'Excel', 'Sql', 'Bigquery', 'R', 'Java', 'Gcp', 'Python']",,,Ireland,,
573,551,"Manager, Data Science & Analytics",WP Engine,"Galway, Ireland",Non spécifié,"['Excel', 'Sql', 'Bigquery', 'R', 'Git', 'Python']",,,Ireland,,
574,552,Group R&D Data Coordinator,C&D Foods (ABP Group),"Edgeworthstown, County Longford, Ireland",Non spécifié,['R'],,,Ireland,,
575,553,Data Architect,Stelfox Tech Recruitment,"Dublin, Ireland",Non spécifié,"['Excel', 'Sql', 'Aws', 'Redshift', 'R', 'Spark', 'Python', 'S3', 'Pyspark']",,,Ireland,,
576,554,CRM Optimisation Manager – Europe Digital Hub,Diageo Ireland,Anywhere,Non spécifié,"['Excel', 'R', 'Git']",,,Anywhere,,
577,555,Data Center Electrical/Mechanical Project Manager,Amazon Web Services (AWS),"Dublin, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
578,556,Data Analytics and Assurance | Manager| RAS | Dublin,PwC Ireland,"Dublin, Ireland",Non spécifié,"['Sas', 'Excel', 'Sql', 'Vba', 'R', 'Git']",,,Ireland,,
579,557,Software Engineer - Data Infrastructure - Kafka,Canonical,Anywhere,Non spécifié,"['Postgresql', 'Elasticsearch', 'Mongodb', 'Kafka', 'Excel', 'Sql', 'Nosql', 'Oracle', 'Spark', 'R', 'Git', 'Mysql', 'Python', 'Kubernetes']",5.0,76.2,Anywhere,,
580,558,Snr Software Engineer – Data Streaming Solutions,Fiserv,"Nenagh, County Tipperary, Ireland",Non spécifié,"['Scala', 'Kafka', 'Excel', 'Sql', 'Aws', 'Nosql', 'Dash', 'R', 'Java', 'Kubernetes']",,,Ireland,,
581,559,Data Team Lead/Senior Data Team Lead,IQVIA,"Limerick, Ireland",Non spécifié,"['R', 'Scala']",,,Ireland,,
582,560,Senior Data Engineer,Archer - The IT Recruitment Consultancy,"Dublin, Ireland",Non spécifié,"['Snowflake', 'Azure', 'Sas', 'Sql', 'R', 'Databricks']",,,Ireland,,
583,561,Mid-Level Python Data Engineer,Archer - The IT Recruitment Consultancy,"Dublin, Ireland",Non spécifié,"['Sql', 'Python', 'R', 'Pandas']",,,Ireland,,
584,562,Data Analyst,HCLTech,"Cork, Ireland",Non spécifié,"['Excel', 'Powerbi', 'Dash', 'R', 'Git']",,,Ireland,,
585,563,Solicitor - (Senior) Associate - Data Protection,Search Talent,"Dublin, Ireland",Non spécifié,"['Excel', 'R']",,,Ireland,,
586,564,Data Insights Analyst,Lex Consultancy Recruitment,"Dublin, Ireland",Non spécifié,"['Tableau', 'Excel', 'Powerbi', 'Dash', 'R', 'Git']",,,Ireland,,
587,565,Data Analyst,Kennedy & Partners Recruitment,"Athlone, County Westmeath, Ireland",Non spécifié,"['Tableau', 'Excel', 'Sql', 'Dash', 'R', 'Python']",,,Ireland,,
588,566,Data Analyst – Higher Executive Officer,Coimisiún na Meán,"Dublin, Ireland",Non spécifié,"['Tableau', 'Llm', 'Excel', 'Sql', 'R', 'Python']",,,Ireland,,
589,567,Data Scientist  FTC 2Y (Climate change impacts modelling),IT Search and Selection,"Limerick, Ireland",Non spécifié,"['Python', 'R']",,,Ireland,,
590,568,Data Scientist,itContracting,"Athlone, County Westmeath, Ireland",Non spécifié,"['Oracle', 'Sql', 'R']",,,Ireland,,
591,569,Data Engineer - Assistant Principal / Innealtóir Sonraí ...,Coimisiún na Meán,"Dublin, Ireland",Non spécifié,"['Tableau', 'Scala', 'Azure', 'Llm', 'Sql', 'Docker', 'Kanban', 'R', 'Kubernetes', 'Pandas']",,,Ireland,,
592,570,Senior Clinical Data Manager I,10001262 - Senior Clinical Data Manager,"Barcelona, Spain",Non spécifié,"['Excel', 'Sql', 'Aws', 'Vba', 'R']",,,Spain,,
593,571,Sustainability Master Data and Analytics Lead,coty,"Granollers, Spain",Non spécifié,"['R', 'Git']",,,Spain,,
594,572,Data Research Analyst,Morningstar,"Madrid, Spain",Non spécifié,"['Excel', 'R']",,,Spain,,
595,573,"Data Scientist - Barcelona - ES - Barcelona, ES | Globant Careers",Globant,"Barcelona, Spain",Non spécifié,['R'],,,Spain,,
596,574,Data Analytics Lead  - Digital Markets,Gartner Careers,"Barcelona, Spain",Non spécifié,"['Postgresql', 'Tableau', 'Snowflake', 'Azure', 'Excel', 'Powerbi', 'Sql', 'Dash', 'R', 'Git']",,,Spain,,
597,575,Senior Data Scientist Renewables Innovation,DNV,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'Kubernetes', 'Git']",,,Spain,,
598,576,Specialist Data Scientist,Vodafone,"Madrid, Spain",Non spécifié,"['Pandas', 'Azure', 'Airflow', 'Excel', 'Sql', 'Aws', 'Dash', 'R', 'Spark', 'Git', 'Gcp', 'Python', 'Scikit-learn', 'Pyspark']",,,Spain,,
599,577,Business Intelligence and Data Team Lead,Xcelirate,Anywhere,Non spécifié,"['Excel', 'Sql', 'Docker', 'Kanban', 'R', 'Python']",,,Anywhere,,
600,578,Data Procurement,Boston Consulting Group,"Madrid, Spain",Non spécifié,"['Excel', 'R']",,,Spain,Boston Consulting Group,"4,3"
601,579,LLP - Data Analyst,DPDHL,"Valencia, Spain",Non spécifié,"['Tableau', 'Excel', 'Sql', 'Vba', 'Dash', 'R', 'Python']",,,Spain,,
602,580,Reliability Data Analyst,481T SIEMENS GAMESA RENEWABLE ENERGY INNOVATION AND TECHNOLOGY S.L.,Anywhere,Non spécifié,"['R', 'Aws', 'Git']",,,Anywhere,,
603,581,Data Scientist - Insights (Customer Support),Preply,"Barcelona, Spain",Non spécifié,"['Airflow', 'Excel', 'Dash', 'R', 'Jenkins', 'Git', 'Databricks', 'Gitlab']",,,Spain,,
604,582,Senior Data Software Engineer,AgileEngine,Portugal   (+12 others),Non spécifié,"['Scala', 'Sql', 'R', 'Spark', 'Python']",,,Portugal,,
605,583,Marketing Manager,MongoDB,"Barcelona, Spain",Non spécifié,"['Tableau', 'Mongodb', 'Azure', 'Aws', 'R', 'Gcp']",,,Spain,,
606,584,ESG Data Scientist,Apex Group Ltd,"Valencian Community, Spain",Non spécifié,"['Tableau', 'Azure data factory', 'Kafka', 'Azure', 'Excel', 'Sql', 'Aws', 'Hadoop', 'Redshift', 'Pytorch', 'Databricks', 'R', 'Spark', 'Tensorflow', 'Nlp', 'Java', 'Python', 'S3']",,,Spain,,
607,585,Data Engineer DB/AWS Cloud,Allianz,Spain,Non spécifié,"['Kanban', 'R', 'Aws', 'Git']",,67.7,Spain,,
608,586,Data Scientist,Aon Corporation,"Madrid, Spain",Non spécifié,"['Excel', 'Seaborn', 'Microservices', 'Sql', 'Aws', 'Plotly', 'R', 'Git', 'Python']",,,Spain,,
609,587,Staff Software Engineer (Data and Storage Services),Affirm,"Madrid, Spain",Non spécifié,"['Snowflake', 'Scala', 'Kafka', 'Azure', 'Cassandra', 'Sql', 'Aws', 'Docker', 'Bigquery', 'Redshift', 'R', 'Java', 'Kubernetes', 'Gcp', 'Python', 'Mysql']",,,Spain,,
610,588,"Data Analyst, Marketing Analytics",Scopely,Spain,Non spécifié,"['Tableau', 'Powerbi', 'Sql', 'Bigquery', 'Dash', 'R', 'Python']",,,Spain,,
611,589,Finance Consolidation Data Services Manager,"PUIG, S.L.","Barcelona, Spain",Non spécifié,"['Excel', 'R']",,,Spain,,
612,590,"Senior Data Engineer (Python, MDM, AWS)",Gartner Careers,"Barcelona, Spain",Non spécifié,"['Postgresql', 'Azure', 'Excel', 'Sql', 'Aws', 'R', 'Java', 'Git', 'Python']",,,Spain,,
613,591,Data Scientist,Arbolus Technologies,"Barcelona, Spain",Non spécifié,"['Tableau', 'Xgboost', 'Excel', 'Sql', 'Keras', 'Pytorch', 'Dash', 'R', 'Git', 'Python', 'Scikit-learn']",,,Spain,,
614,592,Relationship Manager (Investment Data),Morningstar,"Madrid, Spain",Non spécifié,"['Excel', 'R']",,,Spain,,
615,593,Head of Master Data,Hays,"Barcelona, Spain",Non spécifié,['R'],,,Spain,,
616,594,Data Analyst,TUI Group,"Lisbon, Portugal   (+3 others)",Non spécifié,"['Tableau', 'Excel', 'Microservices', 'Sql', 'Aws', 'Nosql', 'Jira', 'Kanban', 'Dash', 'R', 'Git', 'Python', 'Rest api']",,,Portugal,,
617,595,Data Centre Engineer,Salute Mission Critical,"Madrid, Spain",Non spécifié,"['Transformers', 'R']",,,Spain,,
618,596,Data Center Technician,Equinix,"Barcelona, Spain",Non spécifié,"['R', 'Git']",,,Spain,,
619,597,METHODOLOGY AND SETTLEMENT DATA ANALYST,Eni,"Santander, Spain",Non spécifié,"['Sql', 'Python', 'Dash', 'R']",,,Spain,,
620,598,Data Technician H/M,Safran Trusted 4D,"Granada, Spain",Non spécifié,"['Excel', 'R']",,,Spain,,
621,599,Business Data Analyst,Qatium,Anywhere,Non spécifié,"['Tableau', 'Dash', 'R', 'Git', 'Python']",,,Anywhere,,
622,600,Data Centre Engineer,Salute Mission Critical,"Madrid, Spain",Non spécifié,"['Transformers', 'R']",,,Spain,,
623,601,Data Manager - All Gender,Sanofi Global (French),"Barcelona, Spain",Non spécifié,"['Sql', 'Aws', 'Dash', 'R', 'Spark', 'Git', 'Gcp', 'Python', 'Pyspark']",,,Spain,,
624,602,Data Center Technician,Equinix,"Barcelona, Spain",Non spécifié,"['R', 'Git']",,,Spain,,
625,603,"Senior Data Engineer (Python, MDM, AWS)",Gartner Careers,"Barcelona, Spain",Non spécifié,"['Postgresql', 'Azure', 'Excel', 'Sql', 'Aws', 'R', 'Java', 'Git', 'Python']",,,Spain,,
626,604,METHODOLOGY AND SETTLEMENT DATA ANALYST,Eni,"Santander, Spain",Non spécifié,"['Sql', 'Python', 'Dash', 'R']",,,Spain,,
627,605,Data/Python Engineer Intern,TomTom,"Madrid, Spain",Non spécifié,"['Pandas', 'Numpy', 'Azure', 'Streamlit', 'Sql', 'Dash', 'Databricks', 'R', 'Spark', 'Python', 'Pyspark']",,,Spain,,
628,606,Industrial Data Management Team Manager,Alstom,"Santa Perpètua de Mogoda, Spain",Non spécifié,"['Git', 'Python', 'R', 'Excel']",,70.2,Spain,,
629,607,Data Analytics (Power BI & AI/ML),Trigyn,Spain,Non spécifié,['R'],,,Spain,,
630,608,"Senior Java Engineer, Data Integration",Workato,"Barcelona, Spain",Non spécifié,"['Postgresql', 'Kafka', 'Azure', 'Sql server', 'Sql', 'Aws', 'Docker', 'Oracle', 'R', 'Java', 'Kubernetes', 'Rest api']",,,Spain,,
631,609,Solution Architect - SAP MDG & Core Master Data,Nestle Operational Services Worldwide SA,"Esplugues de Llobregat, Spain",Non spécifié,"['Snowflake', 'Azure', 'Excel', 'R', 'Git']",,,Spain,,
632,610,"Data Team Lead/Senior Data Team Lead (FSP) - Home Based, Europe",IQVIA,"Madrid, Spain",Non spécifié,"['Gcp', 'Excel', 'R', 'Scala']",,,Spain,,
633,611,Senior ML Engineer - Gen AI,Beam Suntory,Spain,Non spécifié,"['Postgresql', 'Scala', 'Azure', 'Airflow', 'Excel', 'Llm', 'Sql', 'Aws', 'Talend', 'Nosql', 'R', 'Spark', 'Nlp', 'Git', 'Generative ai', 'Python', 'Java', 'Mysql']",,,Spain,,
634,612,Data Scientist,Embat,"Madrid, Spain",Non spécifié,"['Scala', 'Excel', 'Sql', 'Aws', 'R', 'Gcp', 'Python']",,,Spain,,
635,613,Data Scientist,Intelygenz,"Madrid, Spain",Non spécifié,"['Pandas', 'Numpy', 'Transformers', 'Pytorch', 'Nlp', 'R', 'Tensorflow', 'Python', 'Scikit-learn']",19.0,74.9,Spain,,
636,614,Data Analyst,Cyncly,"Valencia, Spain",Non spécifié,"['Sql', 'R', 'Excel']",,,Spain,,
637,615,Big Data Architect,Paradigma Digital,"Pozuelo de Alarcón, Spain",Non spécifié,['R'],,,Spain,,
638,616,Cloud Data Engineer – AWS & Snowflake,10001234 - Data Engineering Specialist,"Barcelona, Spain",Non spécifié,"['Snowflake', 'Scala', 'Airflow', 'Excel', 'Sql', 'Aws', 'Talend', 'Jira', 'R', 'Spark', 'Java', 'Git', 'Python', 'S3']",,,Spain,,
639,617,Microsoft Fabric - Cloud Data Warehouse- Barcelona (Spain),Microsoft,Anywhere,Non spécifié,"['Azure data factory', 'Azure', 'Aws', 'R', 'Java', 'Python']",24.0,74.7,Anywhere,,
640,618,Java Product Architect,denodosl,"A Coruña, Spain",Non spécifié,"['Elasticsearch', 'Azure', 'Sql', 'Nosql', 'Aws', 'Docker', 'R', 'Java', 'Jenkins', 'Git', 'Kubernetes']",,,Spain,,
641,619,Data Scientist - Insights (Customer Support),Preply,"Barcelona, Spain",Non spécifié,"['Airflow', 'Excel', 'Dash', 'R', 'Jenkins', 'Git', 'Databricks', 'Gitlab']",,,Spain,,
642,620,Senior Data Scientist,Crossover,"Barcelona, Spain",Non spécifié,"['Excel', 'Generative ai', 'R', 'Java', 'Python']",,,Spain,,
643,621,Trainee Data Analytics,Amazing,"Madrid, Spain",Non spécifié,"['Excel', 'R', 'Git']",,,Spain,,
644,622,Junior Big Data Developer,Talan,"Málaga, Spain",Non spécifié,"['Kafka', 'Sas', 'Excel', 'Microservices', 'Oracle', 'Jira', 'R', 'Java', 'Jenkins', 'Git', 'S3']",,,Spain,,
645,623,GeoAnalytics Analyst - X Delivery,Boston Consulting Group,"Madrid, Spain",Non spécifié,"['Pandas', 'Tableau', 'R', 'Spark', 'Java', 'Git', 'Python']",,,Spain,Boston Consulting Group,"4,3"
646,624,Finance Data Analyst & Operations,Amenitiz,"Barcelona, Spain",Non spécifié,"['Sql', 'R', 'Excel']",,,Spain,,
647,625,Data Engineer,ArcelorMittal,"Asturias, Spain",Non spécifié,"['Tableau', 'Scala', 'Azure', 'Excel', 'Sql', 'Aws', 'Nosql', 'Docker', 'Dash', 'R', 'Spark', 'Terraform', 'Git', 'Java', 'Python', 'Kubernetes']",,,Spain,,
648,626,Cloud Solutions Architect,OpenNebula Systems,Anywhere,Non spécifié,"['Azure', 'Excel', 'Aws', 'Docker', 'R', 'Terraform', 'Git', 'Gcp', 'Kubernetes']",,,Anywhere,,
649,627,Backup / Storage & Recovery Administrator,Prometeo Talent,Anywhere,Non spécifié,"['Scala', 'Azure', 'Aws', 'Docker', 'R', 'Terraform', 'Kubernetes', 'S3']",,,Anywhere,,
650,628,Head of EDO IT Information Architecture,ES10 AZ Farmacéutica Spain S.A Company,Anywhere,Non spécifié,"['Excel', 'R', 'Aws']",,,Anywhere,,
651,629,Data Engineer,Deliverect,"Madrid, Spain",Non spécifié,"['Scala', 'Kafka', 'Mongodb', 'Excel', 'Sql', 'Nosql', 'Spark', 'R', 'Java', 'Python']",,,Spain,,
652,630,Summer 2024 Internship - Data Researcher (EMEA),Dow Jones,"Barcelona, Spain",Non spécifié,"['Excel', 'Sql', 'R', 'Git', 'Python']",,,Spain,,
653,631,🏆 Data Analyst for the Portuguese Football Federation,Futboljobs,Spain,Non spécifié,"['Sql', 'Python', 'Dash', 'R']",,,Spain,,
654,632,Senior Data Scientist,Gelato,"Madrid, Spain  (+1 other)",Non spécifié,"['Llm', 'Excel', 'Sql', 'R', 'Git', 'Python']",,,Spain,,
655,633,Senior Data Solutions Architect,SGS,"Madrid, Spain",Non spécifié,"['Git', 'R', 'Azure']",,,Spain,,
656,634,Data Analytics Manager,Typeform,Anywhere,Non spécifié,"['Sql', 'R', 'Scala']",,,Anywhere,,
657,635,Data Quality Engineer (M/F/D),TUI Group,"Seville, Spain   (+3 others)",Non spécifié,"['Tableau', 'Snowflake', 'Airflow', 'Excel', 'Sql', 'Aws', 'Docker', 'R', 'Git', 'Kubernetes', 'S3', 'Gitlab']",,,Spain,,
658,636,Data Engineer,Capgemini,Spain,Non spécifié,"['Snowflake', 'Scala', 'Azure', 'Sql', 'Databricks', 'R', 'Spark', 'Java', 'Git', 'Python']",,76.7,Spain,,
659,637,Data Scientist,Open Cosmos,Anywhere,Non spécifié,['R'],,,Anywhere,,
660,638,"Senior Data Analyst, Business Intelligence","Liferay, Inc.",Spain,Non spécifié,"['Tableau', 'Scala', 'Excel', 'Sql', 'Jira', 'R', 'Git']",,,Spain,,
661,639,Solution Architect Data Area (f/m/d),Global Rail Group,"Madrid, Spain   (+3 others)",Non spécifié,"['R', 'Git']",,,Spain,,
