,title,company_name,location,experience,technical_skills,rank,score,country
558,Snr Software Engineer – Data Streaming Solutions,Fiserv,"Nenagh, County Tipperary, Ireland",Non spécifié,"['java', 'kafka', 'r', 'aws', 'nosql', 'excel', 'sql', 'scala', 'dash', 'kubernetes']",,,Ireland
559,Data Team Lead/Senior Data Team Lead,IQVIA,"Limerick, Ireland",Non spécifié,"['r', 'scala']",,,Ireland
560,Senior Data Engineer,Archer - The IT Recruitment Consultancy,"Dublin, Ireland",Non spécifié,"['azure', 'r', 'databricks', 'snowflake', 'sql', 'sas']",,,Ireland
561,Mid-Level Python Data Engineer,Archer - The IT Recruitment Consultancy,"Dublin, Ireland",Non spécifié,"['r', 'pandas', 'sql', 'python']",,,Ireland
562,Data Analyst,HCLTech,"Cork, Ireland",Non spécifié,"['r', 'excel', 'powerbi', 'dash', 'git']",,,Ireland
563,Solicitor - (Senior) Associate - Data Protection,Search Talent,"Dublin, Ireland",Non spécifié,"['r', 'excel']",,,Ireland
564,Data Insights Analyst,Lex Consultancy Recruitment,"Dublin, Ireland",Non spécifié,"['tableau', 'r', 'excel', 'powerbi', 'dash', 'git']",,,Ireland
565,Data Analyst,Kennedy & Partners Recruitment,"Athlone, County Westmeath, Ireland",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'dash', 'python']",,,Ireland
566,Data Analyst – Higher Executive Officer,Coimisiún na Meán,"Dublin, Ireland",Non spécifié,"['tableau', 'r', 'llm', 'excel', 'sql', 'python']",,,Ireland
567,Data Scientist  FTC 2Y (Climate change impacts modelling),IT Search and Selection,"Limerick, Ireland",Non spécifié,"['r', 'python']",,,Ireland
568,Data Scientist,itContracting,"Athlone, County Westmeath, Ireland",Non spécifié,"['r', 'oracle', 'sql']",,,Ireland
569,Data Engineer - Assistant Principal / Innealtóir Sonraí ...,Coimisiún na Meán,"Dublin, Ireland",Non spécifié,"['azure', 'kanban', 'tableau', 'r', 'docker', 'llm', 'pandas', 'sql', 'scala', 'kubernetes']",,,Ireland
570,Senior Clinical Data Manager I,10001262 - Senior Clinical Data Manager,"Barcelona, Spain",Non spécifié,"['r', 'excel', 'vba', 'sql', 'aws']",,,Spain
571,Sustainability Master Data and Analytics Lead,coty,"Granollers, Spain",Non spécifié,"['r', 'git']",,,Spain
572,Data Research Analyst,Morningstar,"Madrid, Spain",Non spécifié,"['r', 'excel']",,,Spain
573,"Data Scientist - Barcelona - ES - Barcelona, ES | Globant Careers",Globant,"Barcelona, Spain",Non spécifié,['r'],,,Spain
574,Data Analytics Lead  - Digital Markets,Gartner Careers,"Barcelona, Spain",Non spécifié,"['azure', 'tableau', 'r', 'snowflake', 'postgresql', 'excel', 'powerbi', 'sql', 'dash', 'git']",,,Spain
575,Senior Data Scientist Renewables Innovation,DNV,"Barcelona, Spain",Non spécifié,"['r', 'git', 'kubernetes', 'python']",,,Spain
576,Specialist Data Scientist,Vodafone,"Madrid, Spain",Non spécifié,"['spark', 'azure', 'gcp', 'r', 'airflow', 'pyspark', 'excel', 'pandas', 'sql', 'aws', 'scikit-learn', 'dash', 'git', 'python']",,,Spain
577,Business Intelligence and Data Team Lead,Xcelirate,Anywhere,Non spécifié,"['kanban', 'r', 'docker', 'excel', 'sql', 'python']",,,Anywhere
578,Data Procurement,Boston Consulting Group,"Madrid, Spain",Non spécifié,"['r', 'excel']",,,Spain
579,LLP - Data Analyst,DPDHL,"Valencia, Spain",Non spécifié,"['tableau', 'r', 'excel', 'vba', 'sql', 'dash', 'python']",,,Spain
580,Reliability Data Analyst,481T SIEMENS GAMESA RENEWABLE ENERGY INNOVATION AND TECHNOLOGY S.L.,Anywhere,Non spécifié,"['r', 'git', 'aws']",,,Anywhere
581,Data Scientist - Insights (Customer Support),Preply,"Barcelona, Spain",Non spécifié,"['gitlab', 'r', 'airflow', 'databricks', 'jenkins', 'excel', 'dash', 'git']",,,Spain
582,Senior Data Software Engineer,AgileEngine,Portugal   (+12 others),Non spécifié,"['spark', 'r', 'sql', 'scala', 'python']",,,Portugal
583,Marketing Manager,MongoDB,"Barcelona, Spain",Non spécifié,"['azure', 'gcp', 'tableau', 'r', 'mongodb', 'aws']",,,Spain
584,ESG Data Scientist,Apex Group Ltd,"Valencian Community, Spain",Non spécifié,"['spark', 'tensorflow', 'azure', 'kafka', 'tableau', 'r', 'nlp', 'databricks', 'excel', 's3', 'sql', 'aws', 'pytorch', 'redshift', 'azure data factory', 'hadoop', 'java', 'python']",,,Spain
585,Data Engineer DB/AWS Cloud,Allianz,Spain,Non spécifié,"['kanban', 'r', 'git', 'aws']",,,Spain
586,Data Scientist,Aon Corporation,"Madrid, Spain",Non spécifié,"['microservices', 'plotly', 'r', 'excel', 'sql', 'aws', 'seaborn', 'git', 'python']",,,Spain
587,Staff Software Engineer (Data and Storage Services),Affirm,"Madrid, Spain",Non spécifié,"['java', 'azure', 'gcp', 'kafka', 'r', 'docker', 'bigquery', 'snowflake', 'cassandra', 'mysql', 'sql', 'aws', 'redshift', 'scala', 'kubernetes', 'python']",,,Spain
588,"Data Analyst, Marketing Analytics",Scopely,Spain,Non spécifié,"['tableau', 'r', 'bigquery', 'powerbi', 'sql', 'dash', 'python']",,,Spain
589,Finance Consolidation Data Services Manager,"PUIG, S.L.","Barcelona, Spain",Non spécifié,"['r', 'excel']",,,Spain
590,"Senior Data Engineer (Python, MDM, AWS)",Gartner Careers,"Barcelona, Spain",Non spécifié,"['azure', 'r', 'postgresql', 'excel', 'sql', 'aws', 'git', 'java', 'python']",,,Spain
591,Data Scientist,Arbolus Technologies,"Barcelona, Spain",Non spécifié,"['scikit-learn', 'tableau', 'r', 'excel', 'sql', 'xgboost', 'pytorch', 'dash', 'git', 'keras', 'python']",,,Spain
592,Relationship Manager (Investment Data),Morningstar,"Madrid, Spain",Non spécifié,"['r', 'excel']",,,Spain
593,Head of Master Data,Hays,"Barcelona, Spain",Non spécifié,['r'],,,Spain
594,Data Analyst,TUI Group,"Lisbon, Portugal   (+3 others)",Non spécifié,"['microservices', 'jira', 'kanban', 'rest api', 'tableau', 'r', 'nosql', 'excel', 'sql', 'aws', 'dash', 'git', 'python']",,,Portugal
595,Data Centre Engineer,Salute Mission Critical,"Madrid, Spain",Non spécifié,"['r', 'transformers']",,,Spain
596,Data Center Technician,Equinix,"Barcelona, Spain",Non spécifié,"['r', 'git']",,,Spain
597,METHODOLOGY AND SETTLEMENT DATA ANALYST,Eni,"Santander, Spain",Non spécifié,"['r', 'dash', 'sql', 'python']",,,Spain
598,Data Technician H/M,Safran Trusted 4D,"Granada, Spain",Non spécifié,"['r', 'excel']",,,Spain
599,Business Data Analyst,Qatium,Anywhere,Non spécifié,"['tableau', 'r', 'dash', 'git', 'python']",,,Anywhere
600,Data Centre Engineer,Salute Mission Critical,"Madrid, Spain",Non spécifié,"['r', 'transformers']",,,Spain
601,Data Manager - All Gender,Sanofi Global (French),"Barcelona, Spain",Non spécifié,"['spark', 'gcp', 'r', 'pyspark', 'sql', 'aws', 'dash', 'git', 'python']",,,Spain
602,Data Center Technician,Equinix,"Barcelona, Spain",Non spécifié,"['r', 'git']",,,Spain
603,"Senior Data Engineer (Python, MDM, AWS)",Gartner Careers,"Barcelona, Spain",Non spécifié,"['azure', 'r', 'postgresql', 'excel', 'sql', 'aws', 'git', 'java', 'python']",,,Spain
604,METHODOLOGY AND SETTLEMENT DATA ANALYST,Eni,"Santander, Spain",Non spécifié,"['r', 'dash', 'sql', 'python']",,,Spain
605,Data/Python Engineer Intern,TomTom,"Madrid, Spain",Non spécifié,"['spark', 'streamlit', 'azure', 'r', 'databricks', 'pyspark', 'pandas', 'sql', 'dash', 'numpy', 'python']",,,Spain
606,Industrial Data Management Team Manager,Alstom,"Santa Perpètua de Mogoda, Spain",Non spécifié,"['r', 'excel', 'git', 'python']",,,Spain
607,Data Analytics (Power BI & AI/ML),Trigyn,Spain,Non spécifié,['r'],,,Spain
608,"Senior Java Engineer, Data Integration",Workato,"Barcelona, Spain",Non spécifié,"['java', 'azure', 'rest api', 'kafka', 'r', 'docker', 'sql server', 'postgresql', 'oracle', 'sql', 'aws', 'kubernetes']",,,Spain
609,Solution Architect - SAP MDG & Core Master Data,Nestle Operational Services Worldwide SA,"Esplugues de Llobregat, Spain",Non spécifié,"['azure', 'r', 'snowflake', 'excel', 'git']",,,Spain
610,"Data Team Lead/Senior Data Team Lead (FSP) - Home Based, Europe",IQVIA,"Madrid, Spain",Non spécifié,"['r', 'excel', 'gcp', 'scala']",,,Spain
611,Senior ML Engineer - Gen AI,Beam Suntory,Spain,Non spécifié,"['spark', 'generative ai', 'azure', 'r', 'talend', 'airflow', 'nlp', 'postgresql', 'nosql', 'llm', 'excel', 'mysql', 'sql', 'aws', 'scala', 'git', 'java', 'python']",,,Spain
612,Data Scientist,Embat,"Madrid, Spain",Non spécifié,"['gcp', 'r', 'excel', 'sql', 'aws', 'scala', 'python']",,,Spain
613,Data Scientist,Intelygenz,"Madrid, Spain",Non spécifié,"['scikit-learn', 'tensorflow', 'r', 'nlp', 'pandas', 'transformers', 'pytorch', 'numpy', 'python']",19.,74.9,Spain
614,Data Analyst,Cyncly,"Valencia, Spain",Non spécifié,"['r', 'excel', 'sql']",,,Spain
615,Big Data Architect,Paradigma Digital,"Pozuelo de Alarcón, Spain",Non spécifié,['r'],,,Spain
616,Cloud Data Engineer – AWS & Snowflake,10001234 - Data Engineering Specialist,"Barcelona, Spain",Non spécifié,"['spark', 'jira', 'r', 'talend', 'airflow', 'snowflake', 'excel', 's3', 'sql', 'aws', 'scala', 'git', 'java', 'python']",,,Spain
617,Microsoft Fabric - Cloud Data Warehouse- Barcelona (Spain),Microsoft,Anywhere,Non spécifié,"['azure', 'r', 'aws', 'azure data factory', 'java', 'python']",24.,74.7,Anywhere
618,Java Product Architect,denodosl,"A Coruña, Spain",Non spécifié,"['java', 'azure', 'r', 'docker', 'elasticsearch', 'nosql', 'jenkins', 'sql', 'aws', 'git', 'kubernetes']",,,Spain
619,Data Scientist - Insights (Customer Support),Preply,"Barcelona, Spain",Non spécifié,"['gitlab', 'r', 'airflow', 'databricks', 'jenkins', 'excel', 'dash', 'git']",,,Spain
620,Senior Data Scientist,Crossover,"Barcelona, Spain",Non spécifié,"['generative ai', 'r', 'excel', 'java', 'python']",,,Spain
621,Trainee Data Analytics,Amazing,"Madrid, Spain",Non spécifié,"['r', 'excel', 'git']",,,Spain
622,Junior Big Data Developer,Talan,"Málaga, Spain",Non spécifié,"['java', 'jira', 'microservices', 'kafka', 'r', 'jenkins', 'excel', 'oracle', 's3', 'git', 'sas']",,,Spain
623,GeoAnalytics Analyst - X Delivery,Boston Consulting Group,"Madrid, Spain",Non spécifié,"['spark', 'tableau', 'r', 'pandas', 'git', 'java', 'python']",,,Spain
624,Finance Data Analyst & Operations,Amenitiz,"Barcelona, Spain",Non spécifié,"['r', 'excel', 'sql']",,,Spain
625,Data Engineer,ArcelorMittal,"Asturias, Spain",Non spécifié,"['java', 'spark', 'azure', 'terraform', 'tableau', 'r', 'docker', 'nosql', 'excel', 'sql', 'aws', 'dash', 'scala', 'git', 'kubernetes', 'python']",,,Spain
626,Cloud Solutions Architect,OpenNebula Systems,Anywhere,Non spécifié,"['azure', 'gcp', 'terraform', 'r', 'docker', 'excel', 'aws', 'git', 'kubernetes']",,,Anywhere
627,Backup / Storage & Recovery Administrator,Prometeo Talent,Anywhere,Non spécifié,"['azure', 'terraform', 'r', 'aws', 'docker', 's3', 'scala', 'kubernetes']",,,Anywhere
628,Head of EDO IT Information Architecture,ES10 AZ Farmacéutica Spain S.A Company,Anywhere,Non spécifié,"['r', 'excel', 'aws']",,,Anywhere
629,Data Engineer,Deliverect,"Madrid, Spain",Non spécifié,"['spark', 'kafka', 'r', 'mongodb', 'nosql', 'excel', 'sql', 'scala', 'java', 'python']",,,Spain
630,Summer 2024 Internship - Data Researcher (EMEA),Dow Jones,"Barcelona, Spain",Non spécifié,"['r', 'excel', 'sql', 'git', 'python']",,,Spain
631,🏆 Data Analyst for the Portuguese Football Federation,Futboljobs,Spain,Non spécifié,"['r', 'dash', 'sql', 'python']",,,Spain
632,Senior Data Scientist,Gelato,"Madrid, Spain  (+1 other)",Non spécifié,"['r', 'llm', 'excel', 'sql', 'git', 'python']",,,Spain
633,Senior Data Solutions Architect,SGS,"Madrid, Spain",Non spécifié,"['r', 'git', 'azure']",,,Spain
634,Data Analytics Manager,Typeform,Anywhere,Non spécifié,"['r', 'sql', 'scala']",,,Anywhere
635,Data Quality Engineer (M/F/D),TUI Group,"Seville, Spain   (+3 others)",Non spécifié,"['gitlab', 'tableau', 'r', 'airflow', 'docker', 'snowflake', 'excel', 's3', 'sql', 'aws', 'git', 'kubernetes']",,,Spain
636,Data Engineer,Capgemini,Spain,Non spécifié,"['spark', 'azure', 'r', 'databricks', 'snowflake', 'sql', 'scala', 'git', 'java', 'python']",,,Spain
637,Data Scientist,Open Cosmos,Anywhere,Non spécifié,['r'],,,Anywhere
638,"Senior Data Analyst, Business Intelligence","Liferay, Inc.",Spain,Non spécifié,"['jira', 'tableau', 'r', 'excel', 'sql', 'scala', 'git']",,,Spain
639,Solution Architect Data Area (f/m/d),Global Rail Group,"Madrid, Spain   (+3 others)",Non spécifié,"['r', 'git']",,,Spain
640,Data & Analytics Specialist / Business Analyst,"1609 Roche Farma, S.A.",Anywhere,Non spécifié,"['r', 'excel']",70.,72.1,Anywhere
641,Principal Software Engineer - Azure Data,Microsoft,Anywhere,Non spécifié,"['numpy', 'azure', 'r', 'postgresql', 'azure data factory', 'pandas', 'sql', 'aws', 'scala', 'java', 'python']",24.,74.7,Anywhere
642,"Director, Sales Analytics - Digital Markets",Gartner Careers,"Barcelona, Spain",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'scala', 'dash', 'git']",,,Spain
643,Senior Business Organic Growth Data Analyst,Preply,"Barcelona, Spain",Non spécifié,"['tableau', 'r', 'snowflake', 'excel', 'sql', 'dash', 'git']",,,Spain
644,Data Engineer Intern,Socialpoint,"Barcelona, Spain",Non spécifié,"['r', 'excel', 'sql', 'python']",,,Spain
645,Data Strategist,Hewlett Packard Careers,"Barcelona, Spain",Non spécifié,"['r', 'excel', 'git', 'sql']",,,Spain
646,Cloud Data Engineer,Vodafone,"Málaga, Spain",Non spécifié,"['spark', 'r', 'nosql', 'jenkins', 'excel', 'sql', 'git', 'hadoop']",,,Spain
647,Senior Data Engineer,Quantexa,Anywhere,Non spécifié,"['spark', 'gcp', 'r', 'elasticsearch', 'excel', 'scala', 'hadoop', 'java', 'python']",,,Anywhere
648,European Data Sales Manager,ICEYE,Spain,Non spécifié,"['r', 'excel', 'sas']",,,Spain
649,Senior Data Solutions Architect,SGS,"Madrid, Spain",Non spécifié,"['r', 'git', 'azure']",,,Spain
650,Principal Data Manager (Home or Office based) - Iqvia Biotech,IQVIA,"Madrid, Spain",Non spécifié,"['r', 'excel']",,,Spain
651,Data Center Technician - Madrid - On-site,RM Staffing B.V.,"Community of Madrid, Spain",Non spécifié,"['r', 'excel']",,,Spain
652,Remote Data Contributor – Castillian Spanish,TransPerfect,Anywhere,Non spécifié,['r'],,,Anywhere
653,Data Analytics Lead - Digital Markets,Gartner,Spain,Non spécifié,"['azure', 'tableau', 'r', 'snowflake', 'postgresql', 'excel', 'powerbi', 'sql', 'dash', 'git']",,,Spain
654,Data Science Team Lead,TomTom,Anywhere,Non spécifié,"['r', 'excel', 'sql', 'python']",,,Anywhere
655,Senior Data Analyst,Octopus Energy Group,"Valencia, Spain",Non spécifié,"['r', 'pandas', 'sql', 'dash', 'python']",,,Spain
656,Machine Learning Engineer / Data Scientist,Talan,"Madrid, Spain",Non spécifié,"['azure', 'r', 'excel', 'git', 'python']",,,Spain
657,Senior Data Engineer @ OTA Insight in Madrid Metropolitan Area,OTA Insight,"Community of Madrid, Spain",Non spécifié,"['gitlab', 'spark', 'java', 'gcp', 'kafka', 'r', 'airflow', 'bigquery', 'scala', 'git', 'kubernetes', 'python']",,,Spain
658,Senior Data Scientist - Insights (Marketing Measurement),Preply,"Barcelona, Spain",Non spécifié,"['r', 'airflow', 'databricks', 'jenkins', 'sql', 'scala', 'git', 'python']",,,Spain
659,Product Data Officer  - Medical Devices (European Languages),"MERCADOS Y ANALISIS, S. A (ES52)","Madrid, Spain",Non spécifié,"['r', 'excel']",,,Spain
660,"Senior Data Analyst, Analytics",chainlink labs,Anywhere,Non spécifié,"['gcp', 'r', 'oracle', 'sql', 'aws', 'dash', 'python']",,,Anywhere
661,Data Engineer (Cloud),Otto Group Solution Provider (OSP) Spain,Anywhere,Non spécifié,"['gcp', 'terraform', 'r', 'bigquery', 'sql', 'scala', 'git', 'java', 'python']",,,Anywhere
662,Associate Data & Management Consultant (UK) - Orbit Graduate Programme,Celonis,"Madrid, Spain",Non spécifié,"['r', 'excel', 'sql', 'python']",,,Spain
663,Remote Data Entry Clerk - Work at Home,HR Admin,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
664,Senior Data Engineer,Swapcard,"Catalonia, Spain",Non spécifié,"['terraform', 'tableau', 'r', 'docker', 'sql', 'aws', 'redshift', 'python']",,,Spain
665,Consumer Panel Data (CPS) Leader Iberia,NielsenIQ,"Madrid, Spain",Non spécifié,"['r', 'excel', 'git']",,,Spain
666,Life Sciences Scientific Coordination Officer for Data Management (R2),TN Spain,"Barcelona, Spain",Non spécifié,"['r', 'excel']",,,Spain
667,Medical Data Validation - European Languages (Excel & PowerPoint),"MERCADOS Y ANALISIS, S. A (ES52)","Madrid, Spain",Non spécifié,"['r', 'excel']",,,Spain
668,Healthanea - Data Engineer,AXA Group,"Barcelona, Spain  (+1 other)",Non spécifié,"['spark', 'azure', 'r', 'elasticsearch', 'mongodb', 'sql', 'scala', 'scikit-learn', 'git', 'hadoop', 'python']",,,Spain
669,Associate Director DD&IT IM Data Products,Novartis,"Barcelona, Spain",Non spécifié,"['r', 'aws', 'databricks', 'snowflake', 'scala', 'git']",85.,71.4,Spain
670,Data Manager - All Gender,(1206) Opella Healthcare Group SAS,Anywhere,Non spécifié,"['spark', 'gcp', 'r', 'pyspark', 'sql', 'aws', 'dash', 'git', 'python']",,,Anywhere
671,Senior Field Product Manager (Data Protection),Zscaler,"Madrid, Spain",Non spécifié,['r'],,,Spain
672,"Data Analytics Analyst, SAS Programming - European Languages Speaker",IQVIA,"Madrid, Spain",Non spécifié,"['r', 'excel', 'sql', 'scala', 'sas']",,,Spain
673,Data Science Lead (m/f/d) - Barcelona,Free Now,Anywhere,Non spécifié,"['tableau', 'r', 'airflow', 'databricks', 'mlflow', 'excel', 'python']",,,Anywhere
674,"Mid-Level Data Analyst (EMEA, remote)",Margera,Anywhere,Non spécifié,"['tableau', 'r', 'excel', 'sql', 'powerbi', 'dash', 'git', 'python']",,,Anywhere
675,Generative AI Intern,Aetion,Anywhere,Non spécifié,"['airflow', 'mysql', 'r', 'excel', 'java', 'keras', 'spark', 'databricks', 'llm', 'aws', 'pytorch', 'redshift', 'scala', 'git', 'tensorflow', 'docker', 'sql', 'scikit-learn', 'python']",,,Anywhere
676,Data Engineer (full remote or hybrid working model),lastminute.com,"Barcelona, Spain",Non spécifié,"['r', 'aws', 'airflow', 'bigquery', 'sql', 'scala', 'redshift', 'git', 'python']",,,Spain
677,Associate Director - Quality Digital Data - Europe - Homebased,Worldwide Clinical Trials,Spain   (+5 others),Non spécifié,"['r', 'excel', 'git', 'gcp']",,,Spain
678,Data Center Technician,"Equinix, Inc",Spain,Non spécifié,"['r', 'git']",,,Spain
679,Data Scientist (Risk),Revolut,Portugal   (+8 others),Non spécifié,"['r', 'excel', 'sql', 'python']",,,Portugal
680,Senior Data Engineer - Europe Remote,Cimpress,Anywhere,Non spécifié,"['spark', 'r', 'airflow', 'databricks', 'snowflake', 'aws', 'scala', 'git', 'python']",,,Anywhere
681,DATA PRIVACY CENTRE OF EXPERTISE MANAGER,AXA Group,"Madrid, Spain  (+1 other)",Non spécifié,"['r', 'excel', 'aws']",,,Spain
682,Advance Analytics (Global),Publicis Groupe,"Madrid, Spain",Non spécifié,"['r', 'excel', 'spark', 'git']",,,Spain
683,Work From Home - Online Data Analyst,TELUS International AI Inc.,Spain,Non spécifié,"['r', 'git']",,,Spain
684,Official Data Collector - Spain,IMG ARENA,Spain,Non spécifié,['r'],,,Spain
685,Lead Infrastructure Security Engineer,DataCamp,"Madrid, Spain",Non spécifié,"['java', 'gcp', 'terraform', 'r', 'airflow', 'docker', 'excel', 'sas', 'aws', 'scala', 'kubernetes', 'python']",,,Spain
686,Senior System Engineer - Data Engineer CMS,TUI Group,"Lisbon, Portugal  (+1 other)",Non spécifié,"['gitlab', 'terraform', 'r', 'excel', 'scala', 'git', 'python']",,,Portugal
687,Senior Data Engineer,Hewlett Packard Careers,"Barcelona, Spain",Non spécifié,"['spark', 'r', 'databricks', 'nosql', 'pandas', 'excel', 'sql', 'scala', 'dataiku', 'python']",,,Spain
688,Data Center Critical Facilities Specialist III,60755 Iron Mountain Data Centers (Espana) S.L.,Anywhere,Non spécifié,"['r', 'git']",,,Anywhere
689,Remote Search Analyst Spain,HR Admin,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
690,Senior Marketing Data Analyst,Remote,Anywhere,Non spécifié,"['r', 'sql', 'dash']",,,Anywhere
691,Senior Data Engineer,HP,"Barcelona, Spain   (+4 others)",Non spécifié,"['spark', 'r', 'databricks', 'mongodb', 'postgresql', 'nosql', 'pyspark', 'sql', 'git', 'python']",27.,74.5,Spain
692,Senior Data Engineer,Swapcard,"Lisbon, Portugal   (+7 others)",Non spécifié,"['terraform', 'tableau', 'r', 'docker', 'sql', 'aws', 'redshift', 'python']",,,Portugal
693,Senior Data Engineer,HP,"Barcelona, Spain   (+2 others)",Non spécifié,"['spark', 'r', 'databricks', 'nosql', 'pandas', 'excel', 'sql', 'scala', 'dataiku', 'python']",27.,74.5,Spain
694,Flow Cytometry Data Analyst,Roche,"Basel, Switzerland",Non spécifié,"['r', 'excel', 'python']",70.,72.1,Switzerland
695,"MOSE Data Strategy, Governance and Management Manager (location: EU)",ABB,"Baden, Switzerland   (+2 others)",Non spécifié,"['r', 'excel', 'git']",,,Switzerland
696,"Senior Specialist ""Informal economy data and diagnostics""",International Labour Organization,"Geneva, Switzerland",Non spécifié,"['r', 'excel']",,,Switzerland
697,Manufacturing Master Data Specialist,Bristol-Myers Squibb  Co,"Boudry, Switzerland",Non spécifié,"['r', 'excel']",,,Switzerland
698,Computer Vision Data Scientist,Apple,"Zürich, Switzerland",Non spécifié,"['tableau', 'r', 'excel', 'python']",57.,72.7,Switzerland
699,"Director, Product management Data Platform",Quartz Bio,"Geneva, Switzerland",Non spécifié,"['r', 'git', 'scala']",,,Switzerland
700,Manager Data Analytics,Publicis Sapient,"Zürich, Switzerland",Non spécifié,"['r', 'git']",,,Switzerland
701,Consultant - Data Scientist - Forensics Investigations ...,EY,"Zürich, Switzerland",Non spécifié,"['spark', 'r', 'excel', 'sql', 'python']",,,Switzerland
702,Data Scientist Intern,Richemont,"Villars-sur-Glâne, Switzerland",Non spécifié,"['tensorflow', 'r', 'docker', 'excel', 'sql', 'git', 'python']",,,Switzerland
703,Senior Specialist Applied Data Analytics,Nestle Operational Services Worldwide SA,"Lausanne, Switzerland",Non spécifié,"['r', 'excel', 'python']",,,Switzerland
704,Data Scientist Time Series Forecasting · 80% – 100%,Digitec Galaxus AG,"Zürich, Switzerland",Non spécifié,"['r', 'excel', 'sql', 'git', 'python']",,,Switzerland
705,Consultant - Audit Analytics & Data Delivery (Graduate),EY,"Zürich, Switzerland",Non spécifié,"['r', 'excel', 'spark', 'sql']",,,Switzerland
706,Data Engineer,42matters,"Zürich, Switzerland",Non spécifié,"['r', 'docker', 'elasticsearch', 'mongodb', 's3', 'sql', 'scala', 'python']",,,Switzerland
707,Chapter Lead - Data Strategy & Governance,DSM,"Kaiseraugst, Switzerland",Non spécifié,"['r', 'excel', 'git']",,,Switzerland
708,BI Data Analyst,Aston Carter,"Zürich, Switzerland",Non spécifié,"['tableau', 'r', 'oracle']",,,Switzerland
709,Senior Sustainability Associate - Data Owner,Partners Group AG,"Zug, Switzerland",Non spécifié,"['r', 'excel', 'scala']",,,Switzerland
710,Data Scientist – Process Development (80-100%),Climeworks,"Zürich, Switzerland",Non spécifié,"['azure', 'r', 'databricks', 'excel', 'sql', 'python']",,,Switzerland
711,Data Science Analyst,Agoda,"Zürich, Switzerland",Non spécifié,['r'],,,Switzerland
712,Sr Data Steward,SZ1 Banco Santander International SA,Anywhere,Non spécifié,"['r', 'excel', 'git', 'scala']",,,Anywhere
713,Data and Business Analyst,Randstad,"Geneva, Switzerland",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'git']",,,Switzerland
714,Data Engineer,Murmuration,Switzerland,Non spécifié,"['r', 'airflow', 'mongodb', 'snowflake', 's3', 'sql', 'aws', 'scala', 'python']",,,Switzerland
715,Actuarial Data Analyst,SiriusPoint Ltd.,Switzerland,Non spécifié,"['r', 'excel', 'python']",,,Switzerland
716,Data Analyst - Semantic Models intern,Philip Morris International,"Lausanne, Switzerland",Non spécifié,"['r', 'git', 'python']",,,Switzerland
717,Group Lead Data and AI,Proclinical,"Lachen, Switzerland",Non spécifié,"['generative ai', 'azure', 'r', 'powerbi', 'scala', 'git', 'python']",,,Switzerland
718,Consultant Data & Information Governance (m/f/d),AWK Group AG,"Bern, Switzerland   (+3 others)",Non spécifié,"['r', 'git']",,,Switzerland
719,Senior Data Engineer (310),ICM Personal AG,"Zürich, Switzerland",Non spécifié,"['azure', 'r', 'sql server', 'snowflake', 'oracle', 'sql', 'aws', 'scala', 'python']",,,Switzerland
720,Product Owner Data Analytics,VAT Vakuumventile AG,Switzerland,Non spécifié,"['r', 'excel', 'scala']",,,Switzerland
721,Senior Data Engineer/Azure Cloud Architect,Rec2Tech Ltd,"Zürich, Switzerland",Non spécifié,"['spark', 'azure', 'r', 'excel', 'scala', 'python']",,,Switzerland
722,Data Governance Specialist,JCW Resourcing,"Solothurn, Switzerland",Non spécifié,['r'],,,Switzerland
723,Clinical Data Manager,Aktiia,"Neuchâtel, Switzerland",Non spécifié,"['r', 'python']",,,Switzerland
724,"Associate Director, Global Delivery Excellence Data and Reporting",Bristol-Myers Squibb  Co,"Boudry, Switzerland   (+2 others)",Non spécifié,"['r', 'excel', 'git', 'aws']",,,Switzerland
725,Data Engineer (80-100%),Bank Vontobel,Switzerland,Non spécifié,"['azure', 'tableau', 'r', 'airflow', 'docker', 'snowflake', 'excel', 'sql', 'kubernetes', 'python']",,,Switzerland
726,Data Engineer,Gulp,"Bern, Switzerland",Non spécifié,['r'],,,Switzerland
727,Senior Data Engineer Data Platform Team M F D Remote,Glassnode,Anywhere,Non spécifié,"['gcp', 'kafka', 'r', 'airflow', 'docker', 'git', 'kubernetes', 'python']",,,Anywhere
728,Sr Datawarehouse Developer,SZ1 Banco Santander International SA,Anywhere,Non spécifié,"['r', 'excel', 'oracle', 'sql', 'aws', 'scala', 'python']",,,Anywhere
729,Data Engineer,Nozomi Networks,"Mendrisio, Switzerland",Non spécifié,"['r', 'docker', 'nosql', 'excel', 'sql', 'aws', 'python']",,,Switzerland
730,Data Scientist - Battery Energy Storage Systems (m/f/d),Advanced Microgrid Solutions,"Zürich, Switzerland",Non spécifié,"['r', 'excel', 'sql', 'scala', 'git', 'python']",,,Switzerland
731,Data Analyst - Semantic Models intern,Philip Morris International,"Lausanne, Switzerland",Non spécifié,"['r', 'git', 'python']",,,Switzerland
732,Data Coordinator 60- 80 % (m/f/d),Michael Page,"Zürich, Switzerland",Non spécifié,"['r', 'excel']",,,Switzerland
